Location_Id,City,State,Zipcode,Country
1,CLA,MD,20871,US
2,WAS,DC,20001,US
3,MAN,NY,11030,US
4,CON,CON,0,US
5,CP,MD,20742,US
6,SER,RJ,0,BR
7,LA,CA,90031,US
8,PAL,IL,60067,US
9,WIS,VA,24293,US
10,ELL,WA,98926,US
11,CON,CON,0,US
12,CON,CON,0,US
13,PIT,PA,15222,US
14,CON,CON,0,US
15,RDG,TN,38066,IT
16,NY,NY,10007,US
17,IST,IST,34750,TR
18,QUE,NY,11413,US
19,GRA,IL,60030,US
20,SS,MD,20910,US
21,WAS,DC,20008,US
22,WIL,CA,95688,US
23,CON,CON,0,US
24,JOH,PA,15904,US
25,JOI,IL,60431,US
26,MIA,FL,33125,US
27,RED,CA,96001,US
28,FC,CA,95231,US
29,FC,CA,95231,US
30,BRO,NY,11214,US
31,LEE,VA,20175,US
32,CON,CON,0,AE
33,WAR,MI,48909,US
34,HK,NT,850,HK
35,FIS,VA,22939,US
36,MIA,FL,33137,US
37,RAD,VA,24142,US
38,CHA,HUN,410000,CN
39,CHA,HUN,410000,CN
40,CON,CON,0,US
41,GAI,FL,32611,US
42,ARL,VA,22201,US
43,SF,CA,94404,US
44,FAR,HAR,121002,IN
45,CON,CON,0,US
46,SHE,MA,1770,US
47,BLO,IN,47408,US
48,NAS,TN,37201,US
49,LUB,TX,79401,US
50,BLA,VA,24061,US
51,RIC,VA,23227,US
52,BOW,MD,20715,US
53,CON,CON,0,CN
54,NB,WA,98045,US
55,SYL,CA,91342,US
56,BOS,MA,2118,US
57,CON,CON,0,US
58,CON,CON,0,US
59,HAY,CA,94545,US
60,CHA,VA,22904,US
61,MIN,MN,55418,US
62,WAT,MA,2472,US
63,TOW,MD,21252,US
64,SHE,GUA,518000,CN
65,SYR,NY,13210,US
66,LEW,NY,14092,US
67,NN,VA,23606,US
68,CHA,NC,28208,US
69,NY,NY,10003,US
70,LB,CA,90801,US
71,DOV,DE,19902,US
72,CON,CON,0,US
73,FAI,VA,22035,US
74,CON,CON,0,US
75,STE,VA,20175,US
76,MAL,MT,59402,US
77,BOS,MA,2110,US
78,SWE,FL,33174,US
79,WIL,VA,23185,US
80,LJ,CA,92037,US
81,CC,MD,20815,US
82,TOW,MD,21252,US
83,CON,CON,0,US
84,CON,CON,0,US
85,CON,CON,0,AE
86,TRI,TS,34121,IT
87,WAR,OR,97146,US
88,FAI,VA,22030,US
89,LAU,MD,20723,US
90,CON,CON,0,US
91,CHR,FL,32709,US
92,PHI,PA,19118,US
93,PAL,IL,60067,US
94,ARL,VA,22203,US
95,NEW,MA,1950,US
96,BAN,KAR,562158,IN
97,IST,IST,34433,TR
98,IST,IST,34846,TR
99,IST,IST,34846,TR
100,HAR,PA,17102,US
101,RAK,AE,0,AE
102,HAR,VA,22807,US
103,CON,CON,0,CN
104,CON,CON,0,US
105,ATL,GA,30310,US
106,HAY,CA,94545,US
107,WIN,MB,0,CA
108,CAL,AB,0,CA
109,HON,HI,96814,US
110,CAM,MA,2142,US
111,SEA,WA,98158,US
112,CON,CON,0,IT
113,LA,CA,90024,US
114,SEA,WA,98101,US
115,SAC,CA,95817,US
116,BRA,ON,0,CA
117,CHA,VA,22903,US
118,CHI,CA,95929,US
119,HER,VA,20171,US
120,WAS,DC,20003,US
121,PYE,KYO,17979,KR
122,PH,CA,94523,US
123,CON,CON,0,IT
124,WIN,MB,0,CA
125,ANT,NS,0,CA
126,MON,QC,0,CA
127,IST,IST,34320,TR
128,CAM,MA,2141,US
129,LB,CA,90807,US
130,PIT,PA,15219,US
131,AVO,CO,81620,US
132,SDB,QC,0,CA
133,LYN,WA,98036,US
134,NY,NY,10019,US
135,SP,CA,94806,US
136,LAT,PA,15650,US
137,NH,CT,6511,US
138,DEN,CO,80249,US
139,SLO,CA,93407,US
140,CON,CON,0,ES
141,AUB,AL,36830,US
142,LEX,KY,40507,US
143,LEX,KY,40507,US
144,SF,CA,94124,US
145,HAN,NH,3755,US
146,TOR,ON,0,CA
147,CIN,OH,45219,US
148,LA,CA,90045,US
149,PAR,NJ,7652,US
150,CON,CON,0,US
151,VIC,BC,0,CA
152,GAM,OH,43022,US
153,INN,AB,0,CA
154,CON,CON,0,US
155,FB,VA,22060,US
156,HEA,OH,43056,US
157,SNO,WA,20812,US
158,GR,MI,49503,US
159,RIC,VA,23284,US
160,CON,CON,0,US
161,MUN,IN,47306,US
162,SJ,CA,95112,US
163,LA,CA,90095,US
164,CON,CON,0,IN
165,SA,TX,78205,US
166,IC,IA,52240,US
167,CON,CON,0,KR
168,SDQ,QRO,76000,MX
169,IST,IST,34467,TR
170,TOR,ON,0,CA
171,GOL,CO,80403,US
172,DB,FL,33442,US
173,COL,OH,0,US
174,MUN,IN,47306,US
175,MON,VT,1030,IT
176,CON,CON,0,US
177,LEX,VA,24450,US
178,TAM,FL,33620,US
179,CON,CON,0,BR
180,CON,CON,0,US
181,RED,WA,98052,US
182,CON,CON,0,US
183,WIL,VA,23185,US
184,WIL,VA,23185,US
185,OAK,ON,0,CA
186,GRA,MA,1519,US
187,CON,CON,0,US
188,BUR,VT,5405,US
189,PH,CA,94523,US
190,CAL,AB,0,CA
191,SAL,SAL,37002,ES
192,MID,CT,6457,US
193,COL,OH,43215,US
194,WAS,DC,20003,US
195,WAS,DC,20003,US
196,FOS,GUA,528313,CN
197,POR,OR,97205,US
198,AD,AE,96082,AE
199,BAL,MD,21251,US
200,RAL,NC,27614,US
201,DOV,DE,19901,US
202,MAD,MAD,28045,ES
203,PLA,WI,0,US
204,MIS,MT,59801,US
205,REA,PA,19610,US
206,SPR,VA,22150,US
207,BS,MS,38828,US
208,ND,IN,46556,US
209,DAV,CA,95616,US
210,SEA,WA,98105,US
211,CAM,MA,2138,US
212,TIA,TIA,300451,CN
213,TIA,TIA,300451,CN
214,CON,CON,0,US
215,ODM,BCN,8640,ES
216,AUS,TX,78719,US
217,COL,OH,43210,US
218,TEK,TEK,59850,TR
219,ATL,GA,0,US
220,SAI,QC,0,CA
221,CON,CON,0,US
222,IND,IN,46203,US
223,CON,CON,0,US
224,HOU,TX,77055,US
225,HH,KY,41099,US
226,TOR,ON,0,CA
227,FRE,VA,22401,US
228,COL,MD,21045,US
229,DEN,CO,80216,US
230,OTT,ON,0,CA
231,PAS,WA,99301,US
232,LA,CA,90032,US
233,BOL,BO,40121,IT
234,HAN,NH,3755,US
235,MA,PA,17237,US
236,ND,IN,46556,US
237,HOU,TX,77072,US
238,ALE,VA,22314,US
239,DUB,AE,0,AE
240,WL,IN,47907,US
241,DM,IA,50317,US
242,MIL,MI,20135,IT
243,MUR,CA,92563,US
244,CON,CON,0,US
245,OTT,ON,0,CA
246,BAR,BCN,8035,ES
247,PIT,PA,15213,US
248,MCH,MD,21541,US
249,DEN,CO,80216,US
250,CON,CON,0,US
251,HOU,TX,77030,US
252,SSL,UT,84106,US
253,NAS,TN,37203,US
254,BAL,MD,21216,US
255,CON,CON,0,US
256,SEA,WA,98195,US
257,REN,WA,98058,US
258,WAS,DC,20002,US
259,VAL,VI,36078,IT
260,BV,OH,44140,US
261,SF,CA,94110,US
262,BOS,MA,2114,US
263,CON,CON,0,US
264,DAY,OH,45409,US
265,BLA,VA,24061,US
266,BRO,NY,10454,US
267,PHI,PA,19139,US
268,SJ,CA,0,US
269,COL,OH,43222,US
270,NC,MD,20785,US
271,KEP,ANT,27560,TR
272,ARL,VA,22202,US
273,CON,CON,0,US
274,SLC,UT,84112,US
275,DEN,CO,80202,US
276,SL,MO,63110,US
277,HYD,TG,500032,IN
278,QIO,SIC,610000,CN
279,NO,LA,70118,US
280,MIA,FL,33199,US
281,ARL,VA,22202,US
282,NAS,TN,37203,US
283,POR,OR,97203,US
284,PIT,PA,15233,US
285,KIT,ON,0,CA
286,TAM,FL,33634,US
287,JAC,FL,32202,US
288,AME,IA,50011,US
289,FAI,VA,22031,US
290,GAI,FL,32611,US
291,LC,NM,88012,US
292,SAR,FL,34234,US
293,ORL,FL,32816,US
294,VIE,VA,22180,US
295,BN,NY,14215,US
296,CON,CON,0,ES
297,CON,CON,0,ES
298,CON,CON,0,ES
299,CON,CON,0,ES
300,BR,MI,49307,US
301,BEL,WA,98225,US
302,LV,NV,89101,US
303,SF,CA,94158,US
304,CQ,CHO,400000,CN
305,PIT,PA,15213,US
306,CLE,OH,44106,US
307,CON,CON,0,US
308,AA,MI,48109,US
309,CON,CON,0,IT
310,SL,MO,63110,US
311,TOR,ON,0,CA
312,SA,AB,0,CA
313,SB,CA,94066,US
314,RAC,WI,53403,US
315,MOB,AL,36615,US
316,MAR,NY,13403,US
317,MAR,NY,13403,US
318,PIT,PA,15110,US
319,WAS,DC,20064,US
320,MUM,MAH,400701,IN
321,MV,VE,30173,IT
322,CON,CON,0,CN
323,MOR,TN,37357,US
324,CON,CON,0,US
325,AUS,TX,77950,US
326,CON,CON,0,US
327,CIN,OH,45221,US
328,OXF,OH,45056,US
329,WAS,DC,20002,US
330,PHI,PA,19140,US
331,FM,FL,33965,US
332,BLA,VA,24060,US
333,BLU,UT,84065,US
334,CON,CON,0,US
335,SJ,CA,95117,US
336,CON,CON,0,US
337,DUB,AE,0,AE
338,CON,CON,0,US
339,WAT,ME,4901,US
340,GC,NY,11530,US
341,CON,CON,0,US
342,CHA,SC,29404,US
343,CON,CON,0,US
344,POR,OR,97205,US
345,SEA,WA,98195,US
346,CHE,WA,98532,US
347,DAY,OH,45417,US
348,LIV,CA,94551,US
349,KOP,PA,19406,US
350,GAI,FL,32611,US
351,MOB,AL,36615,US
352,BUR,MA,1803,US
353,MOB,AL,36615,US
354,BEL,CO,80512,US
355,CP,MD,20740,US
356,ANN,VA,22003,US
357,BAL,MD,21218,US
358,CG,FL,33146,US
359,SAC,CA,95814,US
360,CON,CON,0,US
361,BLA,VA,24060,US
362,AUS,TX,78702,US
363,SD,CA,92154,US
364,SD,CA,92154,US
365,DAV,CA,95616,US
366,LUK,AZ,86507,US
367,IC,IA,52240,US
368,KUN,JIA,215337,CN
369,KUN,JIA,215337,CN
370,LAW,GA,30045,US
371,CON,CON,0,US
372,ARL,VA,22201,US
373,CON,CON,0,US
374,FAI,VA,22031,US
375,NOA,MS,0,BR
376,BAR,BCN,8018,ES
377,CON,CON,0,CN
378,CHE,TN,600124,IN
379,WL,IN,47906,US
380,FL,FL,33334,US
381,NAS,TN,37203,US
382,DM,IA,50313,US
383,ELK,VA,22827,US
384,BLO,NM,87413,US
385,WAS,DC,20001,US
386,WAS,DC,20001,US
387,CON,CON,0,ES
388,IPS,MA,1938,US
389,GUA,GUA,510655,CN
390,HAY,CA,94545,US
391,MAD,MAD,28004,ES
392,MOA,UT,84532,US
393,CON,CA,94520,US
394,WAS,DC,20009,US
395,OVI,AQ,67046,IT
396,GRA,QC,0,CA
397,SF,CA,94158,US
398,LV,NV,89106,US
399,CON,CON,0,US
400,SAL,MD,21804,US
401,PP,FL,33026,US
402,SF,CA,94107,US
403,PMNAS,CA,93041,US
404,ASH,NC,28801,US
405,WAS,DC,20002,US
406,COL,OH,43210,US
407,EVE,WA,98201,US
408,RIC,WA,99352,US
409,AUS,TX,78717,US
410,BRI,MA,2135,US
411,CLE,OH,44103,US
412,TUC,AZ,85719,US
413,FAI,VA,22030,US
414,NO,LA,70118,US
415,CHA,TN,37406,US
416,LIT,MA,1460,US
417,HOU,TX,77005,US
418,BOS,MA,2115,US
419,VAN,WA,98661,US
420,FC,CO,80525,US
421,SD,CA,92123,US
422,WAS,DC,20064,US
423,BOL,BO,40128,IT
424,SP,MN,55105,US
425,POR,ME,4101,US
426,BOZ,MT,59718,US
427,CON,CON,0,IT
428,VIL,PA,19085,US
429,HOU,TX,0,US
430,CAM,MA,2139,US
431,MAD,MAD,28036,ES
432,ING,CA,90303,US
433,CON,CON,0,IT
434,EP,TX,79938,US
435,IRV,CA,92612,US
436,EUG,OR,97401,US
437,IRV,CA,92612,US
438,IRV,CA,92612,US
439,CON,CON,0,US
440,SC,CT,6901,US
441,FL,CO,80621,US
442,BLA,VA,23824,US
443,LIV,CA,94551,US
444,LIV,CA,94551,US
445,PIT,PA,15213,US
446,FRA,KY,40601,US
447,MIA,FL,33132,US
448,TAI,JIA,215400,CN
449,CON,CON,0,US
450,SD,CA,92182,US
451,BAN,IL,60015,US
452,HAM,CT,6518,US
453,TAC,WA,98402,US
454,LAK,CO,80225,US
455,MUM,MAH,400013,IN
456,KI,SC,29455,US
457,LAV,QC,0,CA
458,PHO,AZ,85004,US
459,GP,VA,23062,US
460,HON,HI,96822,US
461,MIL,MI,20123,IT
462,BOS,MA,2118,US
463,VAU,QC,0,CA
464,VAL,CA,94590,US
465,MAD,MAD,28001,ES
466,JIN,SHA,250000,CN
467,WOR,MA,1655,US
468,BOU,CO,80301,US
469,TAM,FL,33620,US
470,IRV,CA,92612,US
471,CON,CON,0,MX
472,HOU,MI,49931,US
473,GOL,CO,80401,US
474,CHO,CHO,401139,CN
475,REN,NV,89512,US
476,DAV,CA,95616,US
477,MIL,MI,20128,IT
478,LP,CA,91744,US
479,CON,CON,0,US
480,TAM,FL,32789,US
481,SM,CA,94401,US
482,CON,CON,0,US
483,IND,IN,46222,US
484,RES,VA,20190,US
485,RES,VA,20190,US
486,BEL,CA,90706,US
487,WUX,JIA,200001,CN
488,BOS,MA,2122,US
489,WAS,DC,20036,US
490,CON,CON,0,US
491,ALE,VA,22315,US
492,RES,VA,20190,US
493,RES,VA,20190,US
494,RES,VA,20190,US
495,ALE,VA,22315,US
496,RES,VA,20190,US
497,COC,MD,21030,US
498,COI,TN,641659,IN
499,FC,CA,94404,US
500,RIV,CA,92507,US
501,SAS,SK,0,CA
502,KEN,NY,14216,US
503,CON,CON,0,IT
504,PVB,FL,32082,US
505,WDM,IA,50266,US
506,BRA,KY,40108,US
507,CON,CON,0,BR
508,LAK,CO,80232,US
509,BUS,FL,33513,US
510,SD,CA,92114,US
511,MEM,TN,38104,US
512,AUS,TX,78712,US
513,BAR,BCN,8007,ES
514,CLE,OH,44103,US
515,BIL,MT,59101,US
516,CON,CON,0,US
517,CON,CON,0,US
518,CON,CON,0,US
519,PC,CO,81621,US
520,BAS,CO,81621,US
521,REU,TAR,43206,ES
522,CON,CON,0,CN
523,CON,CON,0,CN
524,KC,MO,64106,US
525,KC,MO,64106,US
526,TUR,TO,10139,IT
527,BER,KY,40404,US
528,SJ,CA,95135,US
529,MER,KS,66202,US
530,BOU,CO,80303,US
531,UP,TX,75205,US
532,MIS,MT,59801,US
533,OKE,MI,48864,US
534,ATL,GA,30318,US
535,CHE,TN,600003,IN
536,CHA,CHA,130028,CN
537,SV,WA,99206,US
538,TEM,AZ,85281,US
539,SAI,QC,0,CA
540,LYN,WA,98264,US
541,CON,CON,0,US
542,SHA,SHA,200040,CN
543,TON,KS,66086,US
544,MB,FL,33139,US
545,PB,FL,33064,US
546,MAR,PR,0,BR
547,EDM,WA,98020,US
548,ATL,GA,30308,US
549,CHI,IL,60651,US
550,CON,CON,0,US
551,CON,CON,0,IT
552,CON,CON,0,US
553,SUN,CA,94086,US
554,BUR,BUR,15000,TR
555,SP,MN,55116,US
556,SP,MN,55116,US
557,RC,CA,94063,US
558,PIN,ZHE,314299,CN
559,XI',SHA,710300,CN
560,TAM,FL,33602,US
561,SAC,CA,95814,US
562,NAS,TN,37212,US
563,SS,CO,80487,US
564,DB,FL,33442,US
565,LA,CA,91307,US
566,ENG,CO,80113,US
567,KK,KON,42400,TR
568,PHI,PA,19104,US
569,LET,AB,0,CA
570,ROA,IN,46783,US
571,SD,CA,92101,US
572,RIC,TX,75082,US
573,ALL,MI,49401,US
574,CUR,PD,35010,IT
575,SUR,GUJ,394315,IN
576,EC,WI,54703,US
577,NAP,FL,34108,US
578,MAR,CA,94553,US
579,CAL,AB,0,CA
580,YON,KYO,17113,KR
581,NOK,FL,34275,US
582,GN,UP,201310,IN
583,CON,CON,0,CN
584,CON,CON,0,CN
585,RAH,NJ,7065,US
586,CP,MD,20742,US
587,GUA,GUA,510000,CN
588,IST,IST,34676,TR
589,CON,CON,0,US
590,MIA,FL,33166,US
591,OXF,OH,45056,US
592,CON,CON,0,US
593,AMA,AMA,5300,TR
594,CON,CON,0,IT
595,CON,CON,0,US
596,JIA,ZHE,410000,CN
597,JIA,ZHE,410000,CN
598,CLE,OH,44106,US
599,SAL,QC,0,CA
600,CON,CON,0,US
601,CON,CON,0,US
602,NOR,TX,76247,US
603,HYD,TG,500043,IN
604,FIR,FI,50127,IT
605,LIN,NE,68522,US
606,KAL,MI,49001,US
607,CHE,SIC,610000,CN
608,UC,CA,91608,US
609,POR,OR,97210,US
610,WUX,JIA,214028,CN
611,WUX,JIA,214028,CN
612,CON,CON,0,US
613,CON,CON,0,US
614,BOR,NO,28021,IT
615,CIN,OH,45215,US
616,CON,CON,0,IN
617,CON,CON,0,IN
618,CON,CON,0,TR
619,DAL,BG,24044,IT
620,WAT,MA,2472,US
621,WAT,MA,2472,US
622,MAD,MAD,28042,ES
623,CSA,PE,65013,IT
624,BUF,NY,14222,US
625,MON,QC,0,CA
626,MON,QC,0,CA
627,WOR,MA,1610,US
628,LDG,BS,25017,IT
629,CON,CON,0,CA
630,CON,CON,0,US
631,TIA,TIA,300000,CN
632,CON,CON,0,US
633,LV,NV,89135,US
634,RH,SC,29730,US
635,LON,CO,80124,US
636,CON,CON,0,US
637,CON,CON,0,US
638,CON,CON,0,US
639,ADA,ADA,1200,TR
640,WAS,DC,20018,US
641,SHA,SHA,200000,CN
642,SHA,SHA,200000,CN
643,CON,CON,0,US
644,SSF,CA,94080,US
645,MOR,NC,27560,US
646,MIL,MI,20132,IT
647,LIS,IL,60532,US
648,HOR,PA,19044,US
649,BEL,WA,98004,US
650,ANT,ANT,7190,TR
651,CON,CON,0,IN
652,ERA,VIZ,48950,ES
653,YAL,YAL,77700,TR
654,MON,CA,93940,US
655,MAD,WI,53715,US
656,CON,CON,0,CA
657,CON,CON,0,TR
658,CON,CON,0,ES
659,MAS,MS,54100,IT
660,CIN,OH,45240,US
661,ARN,IST,34275,TR
662,FOX,MA,2035,US
663,CON,CON,0,US
664,BOI,ID,83716,US
665,LOW,AR,72745,US
666,TIJ,BC,22260,MX
667,MV,CA,94043,US
668,CON,CON,0,IN
669,CON,CON,0,IN
670,GOL,CO,80401,US
671,BUR,BUR,9004,ES
672,ATL,GA,30313,US
673,BRA,KY,40108,US
674,BIE,BI,13900,IT
675,SC,JIA,215123,CN
676,AD,AE,0,AE
677,ALC,MAD,28108,ES
678,BRO,OR,97415,US
679,VA,RS,0,BR
680,CHA,IL,61820,US
681,FAI,CT,6824,US
682,DEL,DEL,110003,IN
683,FW,TX,76177,US
684,CON,CON,0,US
685,LA,CA,90017,US
686,ARN,IST,34277,TR
687,IZM,KOC,41310,TR
688,IZM,KOC,41310,TR
689,ORH,BUR,16800,TR
690,ORH,BUR,16800,TR
691,SUR,BC,0,CA
692,SUR,BC,0,CA
693,MON,QC,0,CA
694,DUB,AE,111010,AE
695,CON,CON,0,US
696,BOS,MA,2210,US
697,SHA,SHA,201112,CN
698,SHA,SHA,201112,CN
699,BUR,BUR,16245,TR
700,SP,SP,0,BR
701,SHA,SHA,201112,CN
702,SHA,SHA,201112,CN
703,SHA,SHA,201112,CN
704,SHA,SHA,201112,CN
705,SEO,KYO,46138,KR
706,GR,MI,49507,US
707,OTT,ON,0,CA
708,OTT,ON,0,CA
709,CLE,FL,33763,US
710,PP,FL,33781,US
711,CON,CON,0,US
712,AD,AE,54115,AE
713,TAM,FL,33610,US
714,NY,NY,10022,US
715,CON,CON,0,IN
716,CON,CON,0,IN
717,CON,CON,0,US
718,BR,MI,49307,US
719,CON,CON,0,IN
720,ELW,IL,60421,US
721,CON,CON,0,IN
722,CON,CON,0,CN
723,PC,FL,32164,US
724,MOB,AL,36615,US
725,PV,CA,90094,US
726,MOB,AL,36615,US
727,MOB,AL,36615,US
728,CAN,CAN,17100,TR
729,HOU,TX,77030,US
730,SD,CA,92101,US
